100,32341,32330,31813,31766,31756,31627,31357,31339,30290,29003,28552,28546,27952,27444,27429,27421,27206,27007,26057,25917,25743,25336,25234,24367,24093,23767,23461,23359,23330,23236,22974,22618,22424,22209,22138,21241,21230,20855,20751,20065,19798,19750,19210,19013,18748,18606,18476,17692,17626,17569,17464,17320,17156,17051,17026,16930,16615,16216,16032,15103,14717,14549,14453,12849,11844,11675,11465,11396,11392,10843,10665,10534,10257,10088,9605,9411,8599,8482,8384,7804,7745,6848,6683,6589,6587,5999,5347,5282,4919,4251,2826,1981,1738,1183,931,905,736,611,125,105;
100,32006,31960,31679,31190,31140,30825,30699,30390,30131,29965,29290,29228,28958,28526,28467,28350,28344,28182,28159,27111,26937,26688,26637,26078,25456,25208,25000,24926,24827,23761,23459,23432,22569,22369,22290,21866,21663,20985,20664,20239,19800,19408,18266,18047,17763,16834,16805,16729,16687,16541,16233,15789,14793,14498,14427,14361,14352,14077,13824,12997,12483,12282,12196,12190,12146,11951,11722,11273,10948,10781,10704,10650,10374,9863,9100,8134,8054,7900,7231,7135,6923,5984,5942,4818,4542,4513,4013,3962,3600,3328,3004,2889,2387,2336,2231,1503,1011,730,616,309;
100,32524,32506,32434,32082,31626,31284,30979,30346,30068,29818,29662,28862,27873,27784,27574,27130,26223,25784,25613,25286,24933,23804,22777,22220,21820,21810,21487,20970,20948,20738,20612,20480,20391,20319,19774,19389,19276,19219,19187,18995,18719,18600,18555,18198,18017,17389,17242,16236,15900,15753,15334,15285,15263,15119,15040,14858,14837,14476,14110,14066,14043,13815,13425,13228,12964,12293,11817,11466,11161,10674,10278,10063,10023,9805,9481,8796,8580,8565,7743,7221,7177,6697,6307,5858,5697,5051,3722,2856,2796,2533,2117,1982,1945,1102,852,809,715,664,470,438;
100,32725,32645,32557,32310,31883,31732,30940,30688,30431,30276,30173,30029,29289,29037,28686,28407,28065,27896,27463,27234,26821,25877,25446,25285,25116,24959,24588,24164,23965,23935,22887,22835,22508,22399,21628,21474,21424,21181,21087,21030,20397,20389,20355,20170,19665,18167,18052,17955,17843,17684,17458,17104,16423,15562,15514,15305,15067,14635,14419,13588,13476,12219,11487,11232,10986,10941,10883,10363,10359,9840,9008,8879,8877,8648,8583,7601,7468,6978,6845,6821,6682,6629,6068,4835,4711,4647,4605,4254,4045,3558,3422,3049,2120,1745,1705,1540,1261,992,624,194;
100,32307,31282,30676,30232,29642,28845,28665,28453,28147,27894,27587,27292,27048,26859,26417,26096,25710,25635,25473,25151,25051,25000,24688,24684,24226,24164,24075,23570,23511,23148,21021,19432,19073,18974,18889,18792,18734,18406,18094,17994,17384,17371,17092,16937,16431,15560,15281,15190,15061,14482,14313,13911,13475,13455,13094,12956,12042,11907,11900,11689,10940,10555,9987,9915,9625,9561,9477,9159,8795,8621,8503,8462,8450,8428,8083,7894,7811,6719,6587,6511,6000,5463,5277,4494,4422,3533,3462,2617,2292,2271,2153,2105,1743,1079,1026,927,749,369,362,253;
100,32536,32377,32190,31990,31931,31096,30928,30385,30357,29035,29033,28961,28945,27644,27243,26813,26727,26407,26392,25882,25671,25491,24482,23950,23369,22924,22464,22395,22128,21882,21785,21757,21517,21189,20976,20972,20350,20211,20193,20115,20107,20012,19999,19312,19161,18711,18396,18336,17828,17595,17586,17557,16891,16516,14977,14969,14845,13990,13958,13941,13838,13255,12935,12728,12264,11940,11417,10707,10549,10524,10117,9372,9022,8789,8458,7727,7638,7245,7060,6245,5901,5838,5668,5264,4983,4944,4347,4190,3965,3418,3392,3152,3123,2287,2148,2118,1729,1264,1191,1025;
100,32514,32496,32475,31807,31274,31112,30972,30857,30780,30586,30526,30369,30366,29424,29143,27223,26973,26931,26886,26511,26339,25044,24982,24856,24790,24645,24101,24019,23691,23682,23567,22630,22548,21961,21699,21236,20583,19833,19243,18673,18045,17067,16859,16646,16492,16189,16029,15974,15412,14685,14545,14497,13460,13050,12812,12797,12733,11755,11717,11615,11381,11211,10857,10221,9969,9768,9741,8981,8969,8828,8644,8577,8566,8516,8502,8187,8069,7946,7775,7561,7554,7502,7202,7016,6261,5461,5232,4619,3937,3850,3657,3437,2585,1948,1856,1639,1242,1018,791,727;
100,32197,31803,31754,31750,31353,30660,30451,30126,29639,29531,29173,29065,28554,28272,27855,27791,27337,27061,26491,26236,26153,26083,25766,25703,25226,25134,25070,24921,24790,24749,24618,24100,23734,23702,23576,23275,22766,22381,22068,21671,21395,21174,20679,20097,20088,20062,19490,19277,19275,18858,18139,17599,17581,17199,17094,17058,17043,16881,16188,16184,15951,15568,15105,14743,14683,14420,14204,13854,13787,11767,10823,10783,10600,10594,10427,10343,10258,10049,9628,9583,9276,8235,8064,7953,7171,6872,6853,6643,6493,6210,6129,5988,5137,3920,3087,2785,2576,2367,1716,294;
100,32334,32114,32018,31985,31803,31217,30719,30564,30508,29667,28979,28637,28366,28330,28303,28212,27897,27319,26985,26833,26772,25478,25463,25025,24583,24241,23643,23369,23202,22584,22576,21834,21585,20996,19746,19737,19679,19466,19333,19126,18787,18782,18738,18734,18671,18039,17892,17663,17182,16932,16808,16038,14765,13996,13977,13732,13525,13349,13077,12719,12306,11753,10751,10277,9901,9568,9545,9514,9151,8796,8746,8548,7784,6855,6669,6422,6235,5438,5344,4979,4635,3906,3720,3618,3333,3134,2936,2797,2604,2001,1771,1554,1550,1214,967,956,921,899,769,554;
100,32305,32063,31922,31868,31771,31722,31640,30741,30709,29287,29208,29004,28912,28896,28773,27929,27792,27177,27088,26242,26175,26123,26000,25984,25675,25416,25101,25097,24777,24635,24523,24420,23535,23142,23073,22952,22807,20889,20858,20309,20183,19853,19529,19271,19188,18597,18190,18141,18005,17946,17648,17643,17603,17110,16884,15980,15751,15591,14781,14757,14537,14131,13850,13609,13184,12192,11920,11894,11705,11341,10952,10856,10285,9872,9769,8892,8847,8769,8400,8146,7343,7340,7038,6139,5986,5567,4990,4073,4052,3888,3666,3564,3280,2766,2668,2014,1620,1539,574,570;
