100,194,520,1350,1388,1428,1836,2149,2346,2416,3268,4351,4367,5113,6049,6897,6929,6970,7161,7424,8035,8936,9274,9341,9985,10082,10361,10942,11247,11685,11803,12245,12403,12430,12542,12758,12845,14635,14703,14779,14933,15057,15264,15392,15867,15959,16882,17067,17585,18054,18172,18507,18510,18763,18854,19398,19515,19827,19919,20102,20172,20410,20586,20594,20959,21548,22202,22224,22485,22486,22856,23574,23766,23850,24960,25279,25425,25751,25908,26000,26198,26743,27428,27758,28216,28228,28317,29106,29448,29592,30236,30291,30455,30534,30762,30864,31326,31535,31611,32008,32283;
100,733,1264,1524,1933,2119,2213,2214,2628,2706,3843,3868,4254,4989,5410,6481,6495,7354,8217,8302,8387,8594,9065,9132,9603,9690,9856,9872,9954,9968,10291,10323,10524,10603,10629,10740,11008,11331,11470,11800,12150,12470,12992,13159,13532,13560,13677,14049,14105,14207,14684,15075,15610,15664,16003,16225,17343,17737,17930,18051,18066,18396,18691,18955,19002,19276,20013,20031,20606,21213,21317,21543,21853,21865,22920,22971,23105,23161,23355,23620,24617,24846,25850,25914,26267,26677,26764,26832,27812,28569,29023,29079,29605,30098,30493,31149,31262,31729,32069,32144,32655;
100,646,1277,1307,1580,1707,1886,1956,2450,2594,2918,3110,3187,3831,3977,4333,4778,5212,5389,5939,5961,6288,6577,6769,7115,7694,8077,8576,8641,8888,9106,9409,10278,10844,11037,11652,12254,12303,12407,12892,13438,13792,13942,14168,14696,15317,15484,16462,16583,16907,17701,17860,18215,18749,18870,19632,20036,20257,20261,21353,21618,22243,22299,22478,22562,22577,22793,23193,23340,24080,24142,24667,25007,25111,25359,26148,26220,26675,27313,27701,27889,27954,28309,28360,28489,28697,28716,28725,28738,29917,30151,30161,30172,30432,31202,31642,32109,32136,32151,32159,32221;
100,60,117,469,1817,2670,2759,3111,3366,3378,4029,4034,4717,5368,5893,5938,6341,6965,7217,7251,7779,8173,8513,9053,9777,9915,10595,11282,11347,11973,12061,12342,12573,12651,13293,13355,14081,14146,14442,14660,15477,15503,16062,16088,16127,16646,16659,17324,17339,17694,17875,17882,18226,18727,18756,19286,19375,19416,19492,19822,19858,20103,20325,20734,20825,20990,21892,21955,22117,22162,22293,22658,23418,23441,23448,23607,23675,23733,23886,24625,24852,25094,25131,26840,27193,27386,28463,28701,29156,29263,29537,30141,30209,30446,31266,31327,31473,31859,32076,32264,32473;
100,21,79,259,486,821,1001,1355,1406,1626,1634,1976,2111,2210,2985,3139,3350,3369,3994,4389,4495,5369,5611,6060,6319,6344,6803,7163,8427,8431,8894,9252,9533,10582,12225,12428,12675,12735,12807,13876,14018,14599,14667,15918,16039,16083,16423,17000,17315,17652,17661,17687,17734,18010,18359,18406,18701,18995,19331,19831,20008,20963,21150,21238,22121,22208,22527,22737,23316,23894,24232,24354,25161,25643,25843,27218,27340,27477,27579,27757,27819,27874,28076,28105,28220,28806,28927,29042,29282,29321,29335,29361,29428,29962,30446,30490,31011,31032,31050,31610,31914;
100,124,272,576,690,906,1273,2110,2630,2794,2914,3016,3084,4778,5025,5193,5558,5577,6453,6676,7667,8086,8353,8376,8915,9599,10101,10163,10389,10977,11069,11205,11295,11509,11768,12253,12341,12495,13235,13276,13428,14309,14703,14819,15065,15196,15528,15989,16059,16777,17836,18013,18114,18401,18642,19020,19037,19144,19460,20280,20307,20552,20640,20703,20909,20965,20969,21108,21486,22684,22878,23493,23568,23726,23788,24481,24818,24937,24969,25322,25730,26102,26401,26524,27601,27888,28709,29017,29028,29153,29256,29850,30241,30527,30829,31148,31185,32150,32412,32472,32503;
100,339,836,1108,2401,2545,2644,2840,3495,3508,3577,3578,3600,4190,5064,5097,5160,5328,5551,6101,6942,7170,7256,7617,7806,7827,7989,8587,8855,9913,10056,10099,10128,10343,10349,10437,10965,11305,11544,11977,12000,12308,12806,13053,13113,13484,13615,13833,13941,13947,14234,14614,15039,15485,16109,16376,16526,16560,17336,17416,17436,17717,18616,18930,19716,19805,20919,21269,21755,21905,22222,22861,23151,23260,23313,23440,23596,23838,24070,24182,24446,24498,24920,24946,24961,25481,26036,26797,27421,27536,27784,28670,28915,29074,29332,30246,30329,30916,31136,31213,31734;
100,236,291,521,812,966,1567,1807,1965,2838,3372,3520,4098,4149,4330,4449,4908,5473,6532,6644,6790,7280,7821,7892,8415,9340,9580,9654,9810,10680,11145,11351,12393,12701,13129,13255,13339,13469,13772,13891,14219,14509,14517,15043,15081,15229,15319,15788,15880,16374,16528,16619,16824,16855,17920,17947,18014,18141,18289,18397,18615,18837,18845,18991,19651,19805,20201,20228,21145,21687,22033,22136,22336,22714,23665,23742,24101,24206,24496,24854,25554,25828,25954,26218,26590,26718,26937,27620,27654,28074,28550,28600,28643,28975,29572,29714,31002,31386,31557,31792,31823;
100,136,290,619,1128,1999,2145,2338,2758,3240,3504,3518,3677,4511,5936,6218,6618,6823,7004,7557,7848,8067,8081,8723,8840,8957,9632,9760,9934,10332,10962,11073,11726,11962,13180,13557,13828,13909,14941,15017,15307,15347,15666,16053,16841,16939,17349,17558,17587,17822,18252,18383,18420,18423,18937,19116,19346,19870,20895,21125,21139,21356,21357,21608,21927,22670,23474,23905,23971,24147,24160,24173,24201,24399,24463,25008,25165,25553,25558,25868,26173,26338,26539,26692,26725,26901,27181,27196,27678,27716,28491,28629,29450,31149,31368,31788,31931,31964,32080,32196,32565;
100,188,860,935,1842,2235,2281,2626,2746,3310,3381,3424,3998,4790,4839,4870,5205,5391,5457,5849,6455,6538,7074,7489,8044,8517,8595,9109,9517,9722,10087,10361,10945,11070,11521,11718,11826,11991,12531,12924,13632,13787,14735,14760,14836,14938,15843,15976,16137,16175,16274,16753,17076,17408,18138,18248,18553,18933,19349,19563,19670,20172,20225,20233,20854,21052,21113,21131,22380,22802,23556,23649,23740,23944,24998,25095,25693,26346,26398,26720,27050,27332,27786,28215,28914,29123,29292,29321,29558,29792,29938,30059,30416,31594,31784,31926,32057,32245,32353,32555,32564;
