100,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101,1,101;
100,1,202,3,404,5,606,7,808,9,1010,11,1212,13,1414,15,1616,17,1818,19,2020,21,2222,23,2424,25,2626,27,2828,29,3030,31,3232,33,3434,35,3636,37,3838,39,4040,41,4242,43,4444,45,4646,47,4848,49,5050,51,5252,53,5454,55,5656,57,5858,59,6060,61,6262,63,6464,65,6666,67,6868,69,7070,71,7272,73,7474,75,7676,77,7878,79,8080,81,8282,83,8484,85,8686,87,8888,89,9090,91,9292,93,9494,95,9696,97,9898,99,10100;
100,1,303,5,707,9,1111,13,1515,17,1919,21,2323,25,2727,29,3131,33,3535,37,3939,41,4343,45,4747,49,5151,53,5555,57,5959,61,6363,65,6767,69,7171,73,7575,77,7979,81,8383,85,8787,89,9191,93,9595,97,9999,101,10403,105,10807,109,11211,113,11615,117,12019,121,12423,125,12827,129,13231,133,13635,137,14039,141,14443,145,14847,149,15251,153,15655,157,16059,161,16463,165,16867,169,17271,173,17675,177,18079,181,18483,185,18887,189,19291,193,19695,197,20099;
100,1,404,7,1010,13,1616,19,2222,25,2828,31,3434,37,4040,43,4646,49,5252,55,5858,61,6464,67,7070,73,7676,79,8282,85,8888,91,9494,97,10100,103,10706,109,11312,115,11918,121,12524,127,13130,133,13736,139,14342,145,14948,151,15554,157,16160,163,16766,169,17372,175,17978,181,18584,187,19190,193,19796,199,20402,205,21008,211,21614,217,22220,223,22826,229,23432,235,24038,241,24644,247,25250,253,25856,259,26462,265,27068,271,27674,277,28280,283,28886,289,29492,295,30098;
100,1,505,9,1313,17,2121,25,2929,33,3737,41,4545,49,5353,57,6161,65,6969,73,7777,81,8585,89,9393,97,10201,105,11009,113,11817,121,12625,129,13433,137,14241,145,15049,153,15857,161,16665,169,17473,177,18281,185,19089,193,19897,201,20705,209,21513,217,22321,225,23129,233,23937,241,24745,249,25553,257,26361,265,27169,273,27977,281,28785,289,29593,297,30401,305,31209,313,32017,321,32825,329,33633,337,34441,345,35249,353,36057,361,36865,369,37673,377,38481,385,39289,393,40097;
100,1,606,11,1616,21,2626,31,3636,41,4646,51,5656,61,6666,71,7676,81,8686,91,9696,101,10706,111,11716,121,12726,131,13736,141,14746,151,15756,161,16766,171,17776,181,18786,191,19796,201,20806,211,21816,221,22826,231,23836,241,24846,251,25856,261,26866,271,27876,281,28886,291,29896,301,30906,311,31916,321,32926,331,33936,341,34946,351,35956,361,36966,371,37976,381,38986,391,39996,401,41006,411,42016,421,43026,431,44036,441,45046,451,46056,461,47066,471,48076,481,49086,491,50096;
100,1,707,13,1919,25,3131,37,4343,49,5555,61,6767,73,7979,85,9191,97,10403,109,11615,121,12827,133,14039,145,15251,157,16463,169,17675,181,18887,193,20099,205,21311,217,22523,229,23735,241,24947,253,26159,265,27371,277,28583,289,29795,301,31007,313,32219,325,33431,337,34643,349,35855,361,37067,373,38279,385,39491,397,40703,409,41915,421,43127,433,44339,445,45551,457,46763,469,47975,481,49187,493,50399,505,51611,517,52823,529,54035,541,55247,553,56459,565,57671,577,58883,589,60095;
100,1,808,15,2222,29,3636,43,5050,57,6464,71,7878,85,9292,99,10706,113,12120,127,13534,141,14948,155,16362,169,17776,183,19190,197,20604,211,22018,225,23432,239,24846,253,26260,267,27674,281,29088,295,30502,309,31916,323,33330,337,34744,351,36158,365,37572,379,38986,393,40400,407,41814,421,43228,435,44642,449,46056,463,47470,477,48884,491,50298,505,51712,519,53126,533,54540,547,55954,561,57368,575,58782,589,60196,603,61610,617,63024,631,64438,645,65852,659,67266,673,68680,687,70094;
100,1,909,17,2525,33,4141,49,5757,65,7373,81,8989,97,10605,113,12221,129,13837,145,15453,161,17069,177,18685,193,20301,209,21917,225,23533,241,25149,257,26765,273,28381,289,29997,305,31613,321,33229,337,34845,353,36461,369,38077,385,39693,401,41309,417,42925,433,44541,449,46157,465,47773,481,49389,497,51005,513,52621,529,54237,545,55853,561,57469,577,59085,593,60701,609,62317,625,63933,641,65549,657,67165,673,68781,689,70397,705,72013,721,73629,737,75245,753,76861,769,78477,785,80093;
100,1,1010,19,2828,37,4646,55,6464,73,8282,91,10100,109,11918,127,13736,145,15554,163,17372,181,19190,199,21008,217,22826,235,24644,253,26462,271,28280,289,30098,307,31916,325,33734,343,35552,361,37370,379,39188,397,41006,415,42824,433,44642,451,46460,469,48278,487,50096,505,51914,523,53732,541,55550,559,57368,577,59186,595,61004,613,62822,631,64640,649,66458,667,68276,685,70094,703,71912,721,73730,739,75548,757,77366,775,79184,793,81002,811,82820,829,84638,847,86456,865,88274,883,90092;
